Documentary,None,19
Documentary,1874,1
Documentary,1888,3
Documentary,1889,1
Documentary,1890,1
Documentary,1891,3
Documentary,1892,1
Documentary,1893,1
Documentary,1894,28
Documentary,1895,30
Documentary,1896,254
Documentary,1897,175
Documentary,1898,106
Documentary,1899,82
Documentary,1900,101
Documentary,1901,92
Documentary,1902,58
Documentary,1903,87
Documentary,1904,67
Documentary,1905,39
Documentary,1906,38
Documentary,1907,7
Documentary,1908,9
Documentary,1909,7
Documentary,1910,19
Documentary,1911,6
Documentary,1912,14
Documentary,1913,10
Documentary,1914,6
Documentary,1915,10
Documentary,1916,9
Documentary,1917,4
Documentary,1918,7
Documentary,1919,6
Documentary,1920,11
Documentary,1921,8
Documentary,1922,7
Documentary,1923,5
Documentary,1924,13
Documentary,1925,20
Documentary,1926,28
Documentary,1927,18
Documentary,1928,26
Documentary,1929,24
Documentary,1930,27
Documentary,1931,41
Documentary,1932,47
Documentary,1933,26
Documentary,1934,43
Documentary,1935,47
Documentary,1936,52
Documentary,1937,50
Documentary,1938,66
Documentary,1939,54
Documentary,1940,70
Documentary,1941,68
Documentary,1942,68
Documentary,1943,90
Documentary,1944,50
Documentary,1945,71
Documentary,1946,49
Documentary,1947,42
Documentary,1948,57
Documentary,1949,48
Documentary,1950,56
Documentary,1951,81
Documentary,1952,72
Documentary,1953,86
Documentary,1954,47
Documentary,1955,101
Documentary,1956,89
Documentary,1957,80
Documentary,1958,58
Documentary,1959,76
Documentary,1960,98
Documentary,1961,130
Documentary,1962,109
Documentary,1963,123
Documentary,1964,145
Documentary,1965,143
Documentary,1966,161
Documentary,1967,167
Documentary,1968,184
Documentary,1969,188
Documentary,1970,198
Documentary,1971,185
Documentary,1972,181
Documentary,1973,175
Documentary,1974,180
Documentary,1975,175
Documentary,1976,184
Documentary,1977,222
Documentary,1978,277
Documentary,1979,238
Documentary,1980,246
Documentary,1981,223
Documentary,1982,247
Documentary,1983,295
Documentary,1984,277
Documentary,1985,299
Documentary,1986,269
Documentary,1987,341
Documentary,1988,336
Documentary,1989,371
Documentary,1990,405
Documentary,1991,457
Documentary,1992,536
Documentary,1993,549
Documentary,1994,695
Documentary,1995,804
Documentary,1996,895
Documentary,1997,1003
Documentary,1998,1304
Documentary,1999,1416
Documentary,2000,1681
Documentary,2001,1984
Documentary,2002,2308
Documentary,2003,2786
Documentary,2004,3292
Documentary,2005,3444
Documentary,2006,3644
Documentary,2007,2854
Documentary,2008,3493
Documentary,2009,3489
Documentary,2010,3354
Documentary,2011,3382
Documentary,2012,3658
Documentary,2013,2970
Documentary,2014,2725
Documentary,2015,2567
Documentary,2016,2358
Documentary,2017,736
Short,None,1
Short,1874,1
Short,1878,1
Short,1883,1
Short,1887,1
Short,1888,3
Short,1889,2
Short,1890,6
Short,1891,10
Short,1892,8
Short,1893,2
Short,1894,76
Short,1895,66
Short,1896,387
Short,1897,345
Short,1898,222
Short,1899,197
Short,1900,209
Short,1901,184
Short,1902,153
Short,1903,200
Short,1904,168
Short,1905,135
Short,1906,147
Short,1907,144
Short,1908,202
Short,1909,225
Short,1910,244
Short,1911,217
Short,1912,323
Short,1913,230
Short,1914,161
Short,1915,198
Short,1916,118
Short,1917,118
Short,1918,76
Short,1919,90
Short,1920,91
Short,1921,94
Short,1922,107
Short,1923,128
Short,1924,161
Short,1925,178
Short,1926,198
Short,1927,218
Short,1928,205
Short,1929,203
Short,1930,240
Short,1931,257
Short,1932,233
Short,1933,261
Short,1934,294
Short,1935,228
Short,1936,212
Short,1937,207
Short,1938,225
Short,1939,193
Short,1940,220
Short,1941,225
Short,1942,215
Short,1943,209
Short,1944,181
Short,1945,177
Short,1946,169
Short,1947,155
Short,1948,174
Short,1949,161
Short,1950,176
Short,1951,193
Short,1952,167
Short,1953,161
Short,1954,156
Short,1955,193
Short,1956,180
Short,1957,167
Short,1958,143
Short,1959,144
Short,1960,167
Short,1961,185
Short,1962,209
Short,1963,189
Short,1964,234
Short,1965,271
Short,1966,342
Short,1967,336
Short,1968,296
Short,1969,305
Short,1970,253
Short,1971,283
Short,1972,265
Short,1973,220
Short,1974,228
Short,1975,212
Short,1976,227
Short,1977,204
Short,1978,265
Short,1979,220
Short,1980,244
Short,1981,196
Short,1982,232
Short,1983,229
Short,1984,251
Short,1985,286
Short,1986,257
Short,1987,289
Short,1988,313
Short,1989,326
Short,1990,329
Short,1991,375
Short,1992,452
Short,1993,496
Short,1994,577
Short,1995,629
Short,1996,748
Short,1997,863
Short,1998,1058
Short,1999,1316
Short,2000,1670
Short,2001,1857
Short,2002,2403
Short,2003,2796
Short,2004,3708
Short,2005,4059
Short,2006,3999
Short,2007,2781
Short,2008,3822
Short,2009,3798
Short,2010,3501
Short,2011,3605
Short,2012,3861
Short,2013,2942
Short,2014,2648
Short,2015,2447
Short,2016,2238
Short,2017,605
Animation,None,30
Animation,1892,3
Animation,1894,1
Animation,1900,1
Animation,1901,1
Animation,1905,1
Animation,1906,2
Animation,1907,5
Animation,1908,8
Animation,1909,9
Animation,1910,12
Animation,1911,3
Animation,1912,6
Animation,1913,6
Animation,1914,5
Animation,1915,14
Animation,1916,23
Animation,1917,16
Animation,1918,11
Animation,1919,17
Animation,1920,28
Animation,1921,25
Animation,1922,34
Animation,1923,27
Animation,1924,33
Animation,1925,60
Animation,1926,55
Animation,1927,65
Animation,1928,51
Animation,1929,77
Animation,1930,131
Animation,1931,156
Animation,1932,173
Animation,1933,164
Animation,1934,164
Animation,1935,152
Animation,1936,160
Animation,1937,139
Animation,1938,145
Animation,1939,143
Animation,1940,156
Animation,1941,167
Animation,1942,175
Animation,1943,143
Animation,1944,147
Animation,1945,128
Animation,1946,141
Animation,1947,135
Animation,1948,155
Animation,1949,151
Animation,1950,142
Animation,1951,153
Animation,1952,143
Animation,1953,140
Animation,1954,143
Animation,1955,129
Animation,1956,133
Animation,1957,124
Animation,1958,116
Animation,1959,138
Animation,1960,268
Animation,1961,233
Animation,1962,164
Animation,1963,118
Animation,1964,121
Animation,1965,207
Animation,1966,266
Animation,1967,279
Animation,1968,250
Animation,1969,284
Animation,1970,339
Animation,1971,247
Animation,1972,243
Animation,1973,256
Animation,1974,369
Animation,1975,319
Animation,1976,211
Animation,1977,237
Animation,1978,445
Animation,1979,375
Animation,1980,340
Animation,1981,268
Animation,1982,415
Animation,1983,516
Animation,1984,530
Animation,1985,989
Animation,1986,791
Animation,1987,764
Animation,1988,599
Animation,1989,726
Animation,1990,774
Animation,1991,896
Animation,1992,849
Animation,1993,870
Animation,1994,920
Animation,1995,965
Animation,1996,966
Animation,1997,1077
Animation,1998,1265
Animation,1999,1423
Animation,2000,1691
Animation,2001,1656
Animation,2002,1934
Animation,2003,1967
Animation,2004,1975
Animation,2005,2231
Animation,2006,2520
Animation,2007,1674
Animation,2008,1897
Animation,2009,1930
Animation,2010,2039
Animation,2011,2169
Animation,2012,2269
Animation,2013,1912
Animation,2014,2129
Animation,2015,2032
Animation,2016,2026
Animation,2017,724
Comedy,None,67
Comedy,1890,1
Comedy,1892,1
Comedy,1894,5
Comedy,1895,8
Comedy,1896,26
Comedy,1897,42
Comedy,1898,24
Comedy,1899,21
Comedy,1900,51
Comedy,1901,33
Comedy,1902,20
Comedy,1903,41
Comedy,1904,39
Comedy,1905,28
Comedy,1906,37
Comedy,1907,49
Comedy,1908,38
Comedy,1909,56
Comedy,1910,66
Comedy,1911,47
Comedy,1912,113
Comedy,1913,110
Comedy,1914,117
Comedy,1915,142
Comedy,1916,99
Comedy,1917,103
Comedy,1918,92
Comedy,1919,102
Comedy,1920,96
Comedy,1921,94
Comedy,1922,92
Comedy,1923,128
Comedy,1924,176
Comedy,1925,208
Comedy,1926,227
Comedy,1927,232
Comedy,1928,202
Comedy,1929,238
Comedy,1930,309
Comedy,1931,335
Comedy,1932,363
Comedy,1933,406
Comedy,1934,463
Comedy,1935,461
Comedy,1936,462
Comedy,1937,479
Comedy,1938,476
Comedy,1939,414
Comedy,1940,434
Comedy,1941,489
Comedy,1942,450
Comedy,1943,403
Comedy,1944,333
Comedy,1945,280
Comedy,1946,301
Comedy,1947,302
Comedy,1948,331
Comedy,1949,377
Comedy,1950,388
Comedy,1951,460
Comedy,1952,531
Comedy,1953,672
Comedy,1954,588
Comedy,1955,648
Comedy,1956,650
Comedy,1957,679
Comedy,1958,744
Comedy,1959,723
Comedy,1960,827
Comedy,1961,921
Comedy,1962,941
Comedy,1963,862
Comedy,1964,1011
Comedy,1965,1143
Comedy,1966,1121
Comedy,1967,1062
Comedy,1968,948
Comedy,1969,1152
Comedy,1970,1245
Comedy,1971,1129
Comedy,1972,1103
Comedy,1973,1084
Comedy,1974,1225
Comedy,1975,1389
Comedy,1976,1216
Comedy,1977,1214
Comedy,1978,1376
Comedy,1979,1312
Comedy,1980,1221
Comedy,1981,1303
Comedy,1982,1442
Comedy,1983,1414
Comedy,1984,1465
Comedy,1985,1530
Comedy,1986,1633
Comedy,1987,1870
Comedy,1988,1710
Comedy,1989,2101
Comedy,1990,2179
Comedy,1991,2368
Comedy,1992,2322
Comedy,1993,2295
Comedy,1994,2438
Comedy,1995,2396
Comedy,1996,2768
Comedy,1997,3001
Comedy,1998,3232
Comedy,1999,3571
Comedy,2000,3709
Comedy,2001,4014
Comedy,2002,4208
Comedy,2003,4802
Comedy,2004,5389
Comedy,2005,6311
Comedy,2006,7255
Comedy,2007,5557
Comedy,2008,6341
Comedy,2009,7066
Comedy,2010,7168
Comedy,2011,7544
Comedy,2012,8255
Comedy,2013,6955
Comedy,2014,6758
Comedy,2015,6602
Comedy,2016,6771
Comedy,2017,2676
Romance,None,10
Romance,1892,1
Romance,1894,1
Romance,1896,1
Romance,1897,1
Romance,1898,2
Romance,1899,3
Romance,1901,2
Romance,1903,4
Romance,1905,1
Romance,1906,2
Romance,1907,5
Romance,1908,11
Romance,1909,8
Romance,1910,18
Romance,1911,26
Romance,1912,33
Romance,1913,9
Romance,1914,11
Romance,1915,18
Romance,1916,23
Romance,1917,18
Romance,1918,19
Romance,1919,24
Romance,1920,20
Romance,1921,29
Romance,1922,32
Romance,1923,36
Romance,1924,37
Romance,1925,53
Romance,1926,83
Romance,1927,74
Romance,1928,57
Romance,1929,82
Romance,1930,149
Romance,1931,158
Romance,1932,140
Romance,1933,158
Romance,1934,186
Romance,1935,224
Romance,1936,193
Romance,1937,245
Romance,1938,201
Romance,1939,126
Romance,1940,140
Romance,1941,159
Romance,1942,156
Romance,1943,117
Romance,1944,123
Romance,1945,91
Romance,1946,106
Romance,1947,101
Romance,1948,121
Romance,1949,120
Romance,1950,116
Romance,1951,154
Romance,1952,149
Romance,1953,158
Romance,1954,168
Romance,1955,198
Romance,1956,189
Romance,1957,168
Romance,1958,189
Romance,1959,183
Romance,1960,166
Romance,1961,175
Romance,1962,163
Romance,1963,148
Romance,1964,187
Romance,1965,175
Romance,1966,183
Romance,1967,186
Romance,1968,218
Romance,1969,199
Romance,1970,212
Romance,1971,200
Romance,1972,233
Romance,1973,206
Romance,1974,261
Romance,1975,213
Romance,1976,251
Romance,1977,247
Romance,1978,282
Romance,1979,290
Romance,1980,305
Romance,1981,281
Romance,1982,282
Romance,1983,290
Romance,1984,303
Romance,1985,332
Romance,1986,292
Romance,1987,355
Romance,1988,334
Romance,1989,346
Romance,1990,412
Romance,1991,432
Romance,1992,458
Romance,1993,442
Romance,1994,522
Romance,1995,618
Romance,1996,619
Romance,1997,721
Romance,1998,784
Romance,1999,933
Romance,2000,977
Romance,2001,1115
Romance,2002,1188
Romance,2003,1211
Romance,2004,1336
Romance,2005,1677
Romance,2006,1952
Romance,2007,1610
Romance,2008,1669
Romance,2009,1606
Romance,2010,1673
Romance,2011,1657
Romance,2012,1757
Romance,2013,1587
Romance,2014,1432
Romance,2015,1359
Romance,2016,1441
Romance,2017,554
Sport,None,3
Sport,1891,1
Sport,1892,4
Sport,1894,9
Sport,1895,4
Sport,1896,10
Sport,1897,14
Sport,1898,7
Sport,1899,8
Sport,1900,1
Sport,1901,16
Sport,1902,6
Sport,1903,5
Sport,1904,3
Sport,1905,5
Sport,1906,6
Sport,1907,4
Sport,1908,1
Sport,1910,1
Sport,1912,1
Sport,1914,1
Sport,1915,2
Sport,1916,1
Sport,1917,3
Sport,1919,2
Sport,1922,2
Sport,1924,1
Sport,1925,3
Sport,1926,2
Sport,1927,8
Sport,1929,7
Sport,1930,6
Sport,1931,24
Sport,1932,27
Sport,1933,14
Sport,1934,10
Sport,1935,9
Sport,1936,15
Sport,1937,18
Sport,1938,20
Sport,1939,12
Sport,1940,12
Sport,1941,8
Sport,1942,11
Sport,1943,6
Sport,1944,4
Sport,1945,4
Sport,1946,2
Sport,1947,10
Sport,1948,9
Sport,1949,15
Sport,1950,18
Sport,1951,22
Sport,1952,16
Sport,1953,13
Sport,1954,11
Sport,1955,14
Sport,1956,23
Sport,1957,14
Sport,1958,3
Sport,1959,7
Sport,1960,19
Sport,1961,8
Sport,1962,22
Sport,1963,21
Sport,1964,11
Sport,1965,15
Sport,1966,14
Sport,1967,12
Sport,1968,37
Sport,1969,22
Sport,1970,71
Sport,1971,63
Sport,1972,31
Sport,1973,30
Sport,1974,21
Sport,1975,14
Sport,1976,24
Sport,1977,37
Sport,1978,41
Sport,1979,83
Sport,1980,60
Sport,1981,35
Sport,1982,40
Sport,1983,43
Sport,1984,52
Sport,1985,51
Sport,1986,63
Sport,1987,57
Sport,1988,62
Sport,1989,93
Sport,1990,102
Sport,1991,99
Sport,1992,108
Sport,1993,140
Sport,1994,160
Sport,1995,147
Sport,1996,196
Sport,1997,148
Sport,1998,141
Sport,1999,197
Sport,2000,189
Sport,2001,223
Sport,2002,240
Sport,2003,218
Sport,2004,265
Sport,2005,345
Sport,2006,494
Sport,2007,320
Sport,2008,395
Sport,2009,307
Sport,2010,441
Sport,2011,307
Sport,2012,371
Sport,2013,263
Sport,2014,339
Sport,2015,276
Sport,2016,354
Sport,2017,149
News,None,4
News,1895,3
News,1896,4
News,1897,17
News,1898,22
News,1899,17
News,1900,1
News,1901,12
News,1902,6
News,1903,4
News,1904,2
News,1905,4
News,1906,4
News,1908,1
News,1910,1
News,1918,1
News,1922,10
News,1923,4
News,1924,6
News,1925,2
News,1926,1
News,1928,1
News,1930,1
News,1931,3
News,1932,1
News,1933,1
News,1934,1
News,1935,2
News,1936,1
News,1937,1
News,1938,2
News,1941,1
News,1945,1
News,1947,2
News,1948,1
News,1949,1
News,1951,1
News,1952,3
News,1953,5
News,1954,5
News,1955,4
News,1956,6
News,1957,7
News,1958,3
News,1959,3
News,1960,3
News,1961,4
News,1962,1
News,1963,4
News,1964,5
News,1965,2
News,1966,4
News,1967,7
News,1968,4
News,1969,2
News,1970,6
News,1971,5
News,1972,9
News,1973,1
News,1974,3
News,1975,6
News,1976,5
News,1977,2
News,1978,3
News,1979,6
News,1980,13
News,1981,13
News,1982,11
News,1983,5
News,1984,9
News,1985,9
News,1986,8
News,1987,12
News,1988,15
News,1989,17
News,1990,14
News,1991,9
News,1992,24
News,1993,20
News,1994,30
News,1995,36
News,1996,41
News,1997,31
News,1998,25
News,1999,29
News,2000,26
News,2001,27
News,2002,57
News,2003,70
News,2004,86
News,2005,200
News,2006,459
News,2007,333
News,2008,554
News,2009,382
News,2010,387
News,2011,444
News,2012,483
News,2013,426
News,2014,348
News,2015,361
News,2016,360
News,2017,122
Drama,None,39
Drama,1894,1
Drama,1895,1
Drama,1896,8
Drama,1897,8
Drama,1898,12
Drama,1899,8
Drama,1900,10
Drama,1901,8
Drama,1902,8
Drama,1903,18
Drama,1904,17
Drama,1905,21
Drama,1906,31
Drama,1907,27
Drama,1908,73
Drama,1909,117
Drama,1910,117
Drama,1911,128
Drama,1912,146
Drama,1913,117
Drama,1914,99
Drama,1915,112
Drama,1916,98
Drama,1917,92
Drama,1918,91
Drama,1919,95
Drama,1920,104
Drama,1921,116
Drama,1922,110
Drama,1923,119
Drama,1924,105
Drama,1925,138
Drama,1926,133
Drama,1927,150
Drama,1928,211
Drama,1929,222
Drama,1930,238
Drama,1931,317
Drama,1932,338
Drama,1933,338
Drama,1934,368
Drama,1935,367
Drama,1936,406
